Order_ID,Customer_ID,Restaurant_Name,City,Cuisine_Type,Dish_Name,Order_Date,Order_Time,Order_Status,Delivery_Duration_Minutes,Payment_Method,Order_Value,Discount_Applied,Customer_Rating,Delivery_Partner_ID,Delivery_Partner_Rating,Cancellation_Reason,Is_First_Order,Restaurant_Rating,Tip_Amount
ORD01433,CUST3199,Pugh Group,Kolkata,Biryani,Our,05-06-2024,11:26:12,Delivered,43,UPI,569.37,No,,DP845,,,No,4.5,92.94
ORD01434,CUST7843,"Harvey, Glover and Edwards",Bangalore,Mexican,Which,04-09-2024,19:12:21,Delivered,70,Wallet,883.69,No,,DP432,5,,No,3.8,68.05
ORD01435,CUST2790,Curtis-Turner,Bangalore,Thai,Crime,08-12-2024,11:23:48,Delivered,37,Wallet,905.42,No,,DP774,2.7,,Yes,3.2,75.69
ORD01436,CUST4201,"Walsh, Benjamin and Lopez",Pune,Italian,Pass,28-06-2024,08:41:53,Cancelled,,Wallet,225.57,No,,DP804,,Other,Yes,3.3,0
ORD01437,CUST3846,Rodriguez Group,Delhi,Thai,Treatment,23-03-2025,10:17:11,Delivered,48,UPI,211.03,No,1,DP534,,,No,4.9,80.49
ORD01438,CUST7899,Jackson-Mcknight,Mumbai,Chinese,Pull,04-10-2024,22:29:27,Delivered,55,Card,800.68,Yes,2.6,DP728,3.3,,No,4.2,98.62
ORD01439,CUST8982,Anderson Ltd,Mumbai,Italian,A,23-09-2024,13:11:53,Delivered,42,Wallet,353.99,Yes,2.8,DP156,1.8,,Yes,3.9,82.18
ORD01440,CUST7806,Lane-Garcia,Pune,Italian,Knowledge,07-12-2024,05:20:05,Cancelled,,Wallet,147.9,No,,DP173,,Delivery Partner No Show,No,3.7,0
ORD01441,CUST5835,"Ramsey, Leonard and Turner",Delhi,Biryani,Something,01-06-2024,04:44:56,Cancelled,,Cash,834.42,No,,DP604,,Delivery Partner No Show,Yes,4.7,0
ORD01442,CUST6539,"Foley, Middleton and Anderson",Pune,Italian,According,04-07-2024,15:15:45,Delivered,78,Card,202.99,Yes,3.6,DP945,4.4,,No,3.1,5.08
ORD01443,CUST3237,Blackburn Inc,Pune,Italian,Term,27-11-2024,06:01:53,Delivered,32,UPI,818.45,Yes,2.8,DP654,,,Yes,3.4,24.58
ORD01444,CUST4560,Smith Inc,Mumbai,Italian,Miss,07-04-2025,09:24:32,Delivered,71,Cash,892.49,Yes,2.6,DP820,1.2,,No,3.1,33.85
ORD01445,CUST9781,Moore Ltd,Mumbai,Chinese,Her,10-02-2025,03:07:50,Cancelled,,UPI,170.48,Yes,,DP862,,Delivery Partner No Show,No,3.1,0
ORD01446,CUST2995,Wiggins Inc,Mumbai,North Indian,Collection,18-06-2024,09:01:07,Cancelled,,Wallet,897.92,Yes,,DP761,,Delivery Partner No Show,Yes,4,0
ORD01447,CUST8845,Buchanan Inc,Delhi,Chinese,Time,04-08-2024,23:36:46,Delivered,70,UPI,850.09,No,4.6,DP863,3.5,,Yes,4.8,63.89
ORD01448,CUST2519,"Roberson, Snyder and Chambers",Hyderabad,Continental,Leg,21-01-2025,12:43:10,Delivered,62,Card,356.49,Yes,,DP280,,,Yes,4.3,41.43
ORD01449,CUST6902,Williamson-Johnson,Chennai,Italian,Someone,04-03-2025,23:35:52,Delivered,51,Wallet,341.7,Yes,4.6,DP754,,,Yes,4.9,22.02
ORD01450,CUST5926,Davis Ltd,Chennai,Biryani,Artist,01-07-2024,11:08:26,Cancelled,,Wallet,827.22,No,,DP919,,Customer Cancelled,No,4.1,0
ORD01451,CUST8385,Pearson-Carter,Kolkata,Italian,Sit,18-12-2024,07:52:01,Cancelled,,Card,606.61,Yes,,DP251,,Restaurant Unavailable,Yes,4.6,0
ORD01452,CUST1715,"Mclaughlin, Santana and Campbell",Delhi,North Indian,For,14-01-2025,23:14:32,Delivered,37,Cash,241.38,Yes,1.9,DP293,1.6,,Yes,4.5,18.9
ORD01453,CUST9284,Klein-Hayes,Kolkata,North Indian,Until,18-11-2024,01:24:39,Delivered,76,Wallet,260.29,Yes,3.8,DP312,1.6,,No,4,3.07
ORD01454,CUST2212,Parker-Serrano,Bangalore,North Indian,Boy,31-08-2024,10:53:55,Delivered,46,UPI,997.72,No,2,DP157,,,Yes,4,55.5
ORD01455,CUST6587,Newman Ltd,Kolkata,South Indian,Apply,06-01-2025,09:21:47,Delivered,52,Cash,271.48,Yes,1.7,DP216,1.2,,Yes,3.5,14.6
ORD01456,CUST7099,Gibson-Romero,Kolkata,Chinese,Series,13-02-2025,09:08:32,Delivered,28,UPI,381.83,No,,DP359,4,,Yes,3.3,79.6
ORD01457,CUST9235,Gutierrez-Nelson,Delhi,South Indian,Quality,01-08-2024,20:59:17,Delivered,23,Card,879.02,Yes,4.5,DP285,,,Yes,3.7,18.45
ORD01458,CUST1810,Hammond LLC,Delhi,North Indian,Result,23-06-2024,13:18:31,Delivered,34,UPI,841.28,Yes,,DP716,3.9,,No,3.6,68.58
ORD01459,CUST6954,Rodriguez-Fritz,Mumbai,South Indian,Bank,06-08-2024,21:59:17,Delivered,42,Card,321.87,No,3.7,DP601,3.5,,Yes,4.5,25.19
ORD01460,CUST1971,Martin LLC,Mumbai,Chinese,Yard,13-02-2025,08:53:46,Delivered,31,UPI,647.54,Yes,,DP835,,,Yes,3.7,58.7
ORD01461,CUST1878,"Jones, Perez and Hull",Mumbai,Chinese,Together,31-01-2025,06:35:30,Delivered,51,Card,966.27,Yes,1.4,DP697,,,No,4.2,26.08
ORD01462,CUST9375,"Rush, Tanner and Parker",Kolkata,Biryani,Prove,19-02-2025,05:10:22,Delivered,74,Card,535.53,Yes,,DP872,1.2,,No,3.6,53.53
ORD01463,CUST5530,"Schultz, Parsons and Bates",Hyderabad,Thai,Court,18-10-2024,09:14:55,Cancelled,,Cash,865.35,No,,DP276,,Other,No,3.7,0
ORD01464,CUST5137,Cruz-Bell,Mumbai,South Indian,According,05-09-2024,05:36:40,Delivered,37,Card,411.39,No,,DP878,1.7,,Yes,4.8,63.79
ORD01465,CUST4561,"Vega, Gutierrez and Mcdonald",Delhi,North Indian,South,20-04-2024,09:52:17,Delivered,73,Wallet,365.82,Yes,,DP872,,,No,3.8,78.59
ORD01466,CUST3921,Smith-Beck,Bangalore,Biryani,Film,31-12-2024,07:40:32,Delivered,62,Card,114.27,Yes,4.1,DP546,,,Yes,3.6,51.8
ORD01467,CUST8079,"Butler, Wilson and Turner",Bangalore,South Indian,Rest,28-10-2024,03:39:13,Delivered,28,UPI,453.71,No,4.9,DP547,4.6,,No,4.4,28.74
ORD01468,CUST6148,Richards-Ruiz,Kolkata,Biryani,Everyone,30-01-2025,05:23:41,Delivered,70,Cash,713.77,Yes,2.5,DP376,1.5,,Yes,4.3,32.39
ORD01469,CUST2061,Jones-Monroe,Chennai,Thai,Open,27-03-2025,12:58:04,Delivered,85,Wallet,893.44,No,,DP742,,,Yes,3.5,24.75
ORD01470,CUST2391,"Mason, Ray and Richards",Pune,North Indian,After,07-01-2025,06:44:38,Delivered,23,Wallet,253.35,No,3.6,DP698,1.4,,No,3.6,26.61
ORD01471,CUST3019,Gutierrez Ltd,Hyderabad,Biryani,Stuff,22-10-2024,09:00:20,Delivered,78,Cash,810.34,No,4.4,DP484,4.4,,Yes,3.1,99.74
ORD01472,CUST9892,Stevens-Lee,Chennai,Mexican,Property,02-09-2024,18:47:58,Delivered,54,Cash,805.22,Yes,3.3,DP935,,,Yes,4.2,49.3
ORD01473,CUST3053,Carpenter Ltd,Pune,Italian,Avoid,26-01-2025,00:56:40,Cancelled,,Card,163.44,Yes,,DP100,,Restaurant Unavailable,No,3.3,0
ORD01474,CUST2302,"Powell, Ramirez and West",Kolkata,Italian,Animal,12-03-2025,08:30:34,Delivered,69,UPI,773.9,No,2.9,DP615,4.6,,Yes,4.7,12.05
ORD01475,CUST9946,"Edwards, Owens and Wong",Bangalore,Biryani,Expect,24-08-2024,04:41:07,Delivered,78,Cash,871.37,No,,DP153,3.1,,Yes,4.6,1.43
ORD01476,CUST1910,Williams Inc,Delhi,Chinese,Most,21-02-2025,18:20:24,Cancelled,,Cash,233.55,No,,DP438,,Restaurant Unavailable,Yes,3.6,0
ORD01477,CUST1709,Green-Melendez,Kolkata,North Indian,Nature,11-09-2024,02:35:14,Delivered,87,Cash,563.22,No,3.1,DP846,4.2,,Yes,3.4,91.39
ORD01478,CUST8572,Bennett and Sons,Mumbai,Thai,Color,11-07-2024,10:38:06,Cancelled,,Wallet,805.8,Yes,,DP204,,Customer Cancelled,No,4.7,0
ORD01479,CUST3773,Johnson-Ramos,Pune,Thai,Above,14-04-2025,12:26:22,Delivered,72,Wallet,326.64,Yes,4.9,DP610,,,No,3.2,16.05
ORD01480,CUST1098,"Sanders, Hughes and White",Mumbai,Biryani,So,06-02-2025,07:57:24,Cancelled,,Wallet,112.92,Yes,,DP224,,,No,3.1,0
ORD01481,CUST5743,"Butler, Walker and Ochoa",Hyderabad,Continental,First,11-11-2024,02:38:06,Delivered,74,Card,272.2,No,,DP539,,,Yes,4,22.07
ORD01482,CUST7547,Leonard Inc,Mumbai,North Indian,Image,09-01-2025,05:20:36,Delivered,73,Wallet,296.82,No,,DP614,,,Yes,5,78.31
ORD01483,CUST7701,Kim Inc,Pune,Italian,Thousand,25-02-2025,08:12:53,Cancelled,,Card,542.34,No,,DP579,,Delivery Partner No Show,No,3.7,0
ORD01484,CUST8520,"Peterson, Martinez and Williams",Kolkata,South Indian,Network,23-06-2024,04:03:17,Delivered,67,UPI,548.55,No,,DP658,,,No,4.4,52.19
ORD01485,CUST2155,Reed Inc,Chennai,Mexican,Like,24-08-2024,14:16:31,Delivered,34,Cash,236.78,Yes,,DP728,,,No,4,19.59
ORD01486,CUST8398,Hutchinson-Mcdowell,Mumbai,Mexican,Win,16-02-2025,00:10:28,Delivered,38,Wallet,460.17,No,4.7,DP389,2.7,,Yes,3.9,69.72
ORD01487,CUST7269,"Mooney, Edwards and Lowe",Hyderabad,Continental,Effect,05-04-2025,17:31:21,Delivered,42,Card,402.4,Yes,1.8,DP270,4.9,,No,3,19.87
ORD01488,CUST6090,"Petersen, Cooper and Short",Delhi,Chinese,Recognize,23-01-2025,21:07:01,Delivered,39,Wallet,713.52,No,1.4,DP985,1.9,,No,3.3,72.73
ORD01489,CUST8772,"Valdez, Eaton and Cook",Kolkata,Continental,For,08-02-2025,14:21:56,Delivered,40,UPI,788.16,No,2.3,DP481,3.8,,No,3.9,12.27
ORD01490,CUST7254,Ramirez-Vincent,Chennai,Mexican,Base,11-11-2024,06:56:18,Delivered,70,UPI,416.55,Yes,,DP932,,,No,3.7,39.34
ORD01491,CUST3935,"Adams, Jones and Hardy",Hyderabad,North Indian,Human,06-11-2024,14:29:06,Delivered,85,Cash,964.05,Yes,4.7,DP837,4.9,,No,3.6,12.21
ORD01492,CUST8906,"West, Maxwell and Garcia",Pune,Chinese,Policy,22-03-2025,11:51:41,Delivered,59,UPI,354.45,No,,DP213,,,Yes,3.9,16.73
ORD01493,CUST4154,Griffith Ltd,Pune,Mexican,Us,20-04-2024,14:48:23,Delivered,64,UPI,525.31,No,3.9,DP166,2.5,,Yes,3.7,11.92
ORD01494,CUST8464,Stewart PLC,Pune,South Indian,Growth,18-06-2024,15:42:23,Delivered,85,Cash,669.4,Yes,2.1,DP595,,,No,4.3,27.24
ORD01495,CUST5833,Jackson-Smith,Bangalore,Biryani,Lay,18-04-2024,23:55:00,Delivered,84,Cash,594.14,Yes,,DP698,,,Yes,4.8,25.25
ORD01496,CUST2033,Jones and Sons,Kolkata,Biryani,Eye,11-06-2024,21:47:41,Delivered,83,Cash,182.04,Yes,,DP317,,,No,4,83.06
ORD01497,CUST7737,"Anderson, Mcdowell and Mann",Kolkata,Italian,Hope,28-02-2025,07:42:24,Delivered,56,Card,654.76,No,4.2,DP577,2,,No,4.9,99.2
ORD01498,CUST5331,Davis and Sons,Hyderabad,Italian,Look,31-07-2024,03:13:42,Incomplete,,Wallet,842.88,Yes,,DP257,,Restaurant Unavailable,No,4,0
ORD01499,CUST2729,"Dunn, Henderson and Rich",Delhi,South Indian,Car,27-07-2024,01:01:13,Delivered,28,Card,413.86,Yes,,DP952,2.7,,Yes,3.9,1.75
ORD01500,CUST6082,Massey Group,Kolkata,Biryani,Police,04-04-2025,21:01:52,Delivered,81,Cash,981.37,No,2.8,DP718,2.7,,No,4.3,60.87
ORD01501,CUST8221,"Lawson, Arnold and Contreras",Delhi,Chinese,Again,25-03-2025,20:00:01,Delivered,70,UPI,201.52,No,,DP803,1.1,,Yes,4.6,66.61
ORD01502,CUST4928,Blair-Terry,Kolkata,Continental,Short,20-09-2024,00:56:56,Delivered,50,Cash,281.19,No,,DP990,,,Yes,3.6,74.29
ORD01503,CUST3582,Soto Group,Pune,Biryani,Window,23-12-2024,08:36:52,Delivered,66,Wallet,533.73,Yes,2.3,DP582,,,No,3.1,32.95
ORD01504,CUST2681,"Rodriguez, Love and Stuart",Delhi,South Indian,Finish,06-08-2024,06:44:51,Delivered,59,Wallet,773,No,2.4,DP239,,,Yes,3.1,15.53
ORD01505,CUST4248,Rodgers Inc,Delhi,Chinese,Girl,13-04-2025,00:04:21,Cancelled,,Cash,331.53,No,,DP375,,Delivery Partner No Show,No,3.2,0
ORD01506,CUST3991,"Clark, Sanchez and Walters",Delhi,Continental,Open,08-10-2024,11:58:32,Cancelled,,Card,881.89,No,,DP274,,Delivery Partner No Show,Yes,4.3,0
ORD01507,CUST4869,Adkins and Sons,Hyderabad,Thai,Design,13-06-2024,17:57:39,Delivered,59,UPI,501.11,No,3.7,DP477,,,No,4.9,5.21
ORD01508,CUST2217,Delgado-Roberts,Mumbai,Biryani,More,03-02-2025,07:34:23,Cancelled,,Wallet,634.43,No,,DP475,,Restaurant Unavailable,Yes,3.4,0
ORD01509,CUST7786,Garcia LLC,Bangalore,Mexican,Tough,15-10-2024,05:41:24,Delivered,36,UPI,980.93,No,4.9,DP864,3.4,,No,3.4,16.05
ORD01510,CUST3950,Lopez PLC,Delhi,Mexican,Reflect,21-05-2024,12:47:57,Delivered,76,UPI,580,Yes,,DP883,1.2,,Yes,3.3,30.92
ORD01511,CUST9084,Stone-Patel,Pune,North Indian,Director,28-12-2024,01:10:00,Delivered,57,Cash,871.14,No,,DP805,1.7,,No,4.5,34.94
ORD01512,CUST5297,"Hardy, Johnson and Day",Mumbai,Thai,Investment,04-05-2024,13:46:58,Delivered,81,Card,746.35,No,,DP708,1.4,,Yes,3.7,24.81
ORD01513,CUST6398,"Davis, Gordon and Harris",Mumbai,South Indian,List,05-06-2024,01:39:05,Delivered,65,Cash,128.51,Yes,2.3,DP696,,,No,4.9,88.63
ORD01514,CUST4678,"Montoya, Beard and Nelson",Delhi,Italian,Share,30-07-2024,07:39:57,Delivered,83,Cash,759.86,Yes,3,DP501,3.9,,Yes,4.4,6.14
ORD01515,CUST3180,Nguyen-Browning,Chennai,Thai,Might,24-07-2024,11:54:33,Delivered,60,Cash,731.09,Yes,3.5,DP695,3.7,,Yes,3.3,63.8
ORD01516,CUST9455,Stevens-Hart,Chennai,Continental,Toward,01-12-2024,16:35:09,Delivered,35,Cash,256.47,Yes,,DP239,4.4,,No,3.9,3.09
ORD01517,CUST1579,"Harris, Rowland and Stanley",Mumbai,Continental,Condition,14-03-2025,21:02:00,Delivered,82,Wallet,713.84,Yes,3.9,DP943,,,No,3.1,84.25
ORD01518,CUST9191,Hardy-Kennedy,Bangalore,Italian,Know,19-10-2024,20:35:28,Delivered,43,Cash,600.13,Yes,3.5,DP949,,,No,4.3,42.75
ORD01519,CUST8688,Wagner PLC,Bangalore,Thai,Republican,28-03-2025,02:55:28,Delivered,66,Card,462.26,No,2.1,DP901,2.7,,No,3.1,0.86
ORD01520,CUST2357,"Bell, Lloyd and James",Mumbai,South Indian,Summer,06-04-2025,22:02:16,Delivered,38,Cash,214.3,No,1.3,DP116,,,No,4.8,82.76
ORD01521,CUST4001,Gutierrez-Hicks,Pune,South Indian,Try,20-09-2024,05:04:39,Delivered,55,UPI,456.75,No,2.4,DP307,4.7,,Yes,4.6,51.48
ORD01522,CUST3001,Guerrero PLC,Kolkata,North Indian,Serious,17-02-2025,12:25:26,Delivered,59,UPI,825.98,No,,DP191,4.7,,Yes,4.2,22.46
ORD01523,CUST2039,Williams-Mann,Mumbai,Continental,College,18-02-2025,14:31:34,Delivered,36,Card,575.74,No,1.6,DP369,3.4,,Yes,4.7,47.73
ORD01524,CUST8343,Garcia-Hogan,Kolkata,Mexican,Grow,04-04-2025,20:50:04,Incomplete,,UPI,906.95,Yes,,DP640,,Other,Yes,4,0
ORD01525,CUST5745,Moran-Cox,Kolkata,Italian,Could,26-01-2025,17:14:47,Cancelled,,Wallet,110.07,No,,DP223,,,No,4.7,0
ORD01526,CUST6949,"Miller, Stewart and Oneal",Hyderabad,Continental,By,08-10-2024,19:34:05,Delivered,88,Wallet,276.79,Yes,4,DP840,,,No,4,36.4
ORD01527,CUST1082,Small-Romero,Bangalore,Biryani,Attorney,16-08-2024,15:47:20,Delivered,75,Card,840.1,Yes,2,DP737,4.9,,No,4.1,72.84
ORD01528,CUST7421,Patton-Wright,Pune,South Indian,Must,24-05-2024,08:27:23,Delivered,75,Cash,240.58,No,,DP804,,,No,3,76.73
ORD01529,CUST2204,Davidson Inc,Hyderabad,Biryani,Several,24-04-2024,07:11:56,Cancelled,,UPI,479.64,No,,DP455,,Restaurant Unavailable,No,4.5,0
ORD01530,CUST6071,"Long, Mccullough and Mitchell",Bangalore,Mexican,My,04-06-2024,03:04:10,Delivered,48,Cash,563.54,Yes,,DP311,3.8,,Yes,3.4,79.85
ORD01531,CUST6755,Frederick-Harris,Kolkata,Italian,Unit,30-08-2024,23:51:55,Delivered,65,Card,416.88,Yes,3.7,DP907,2.3,,Yes,4.2,46.7
ORD01532,CUST6569,Cooper-Gutierrez,Pune,Mexican,Threat,13-01-2025,00:01:26,Cancelled,,UPI,465.81,No,,DP427,,Other,Yes,4.7,0
ORD01533,CUST8016,"Aguilar, Marsh and Sims",Mumbai,South Indian,Officer,08-02-2025,03:05:42,Delivered,72,Wallet,321.19,Yes,2.7,DP713,,,No,4.9,27.36
ORD01534,CUST4967,Mccormick and Sons,Hyderabad,Mexican,Close,10-03-2025,05:00:55,Delivered,53,Wallet,935.02,Yes,2.9,DP651,1,,No,3.9,69.2
ORD01535,CUST3287,Stephens Ltd,Bangalore,North Indian,Claim,28-05-2024,17:09:08,Incomplete,,UPI,950.98,No,,DP965,,Customer Cancelled,No,3.6,0
ORD01536,CUST4318,White-Scott,Chennai,Continental,My,10-07-2024,15:38:02,Delivered,52,UPI,184.16,No,,DP702,2.9,,No,4.5,45.59
ORD01537,CUST8280,Cook and Sons,Chennai,Biryani,Source,13-01-2025,02:27:18,Delivered,77,UPI,746.52,No,3.7,DP445,,,No,4,18.99
ORD01538,CUST5483,"Johnson, Barnes and Jones",Kolkata,Thai,Improve,10-05-2024,05:29:09,Cancelled,,Card,565.36,Yes,,DP635,,Restaurant Unavailable,Yes,4.4,0
ORD01539,CUST9141,"Ross, Adams and Baxter",Bangalore,Biryani,Ok,06-08-2024,17:02:35,Delivered,31,Card,317.8,No,2.1,DP607,1.4,,Yes,4.9,95.56
ORD01540,CUST9364,Brown-Bonilla,Chennai,North Indian,Data,08-04-2025,15:54:54,Delivered,49,Wallet,968.57,Yes,,DP688,4.6,,Yes,3.2,33.97
ORD01541,CUST7948,Jordan-Mercado,Hyderabad,Thai,Window,09-01-2025,11:00:41,Delivered,90,Wallet,337.97,No,3.7,DP892,2.1,,No,4.1,37.62
ORD01542,CUST6980,Stone Ltd,Delhi,Italian,Organization,04-12-2024,18:42:14,Cancelled,,Card,730.45,Yes,,DP372,,,Yes,3.3,0
ORD01543,CUST7773,"Henderson, Martin and Spencer",Pune,North Indian,Hair,12-07-2024,17:30:38,Delivered,74,Cash,434.52,Yes,1.9,DP534,,,No,4.3,3.3
ORD01544,CUST7375,Elliott Group,Bangalore,Biryani,First,17-03-2025,04:58:12,Delivered,78,Card,198.41,Yes,4.5,DP316,4.9,,No,4.3,5.08
ORD01545,CUST8965,Wolf-Harris,Bangalore,Italian,Determine,02-11-2024,14:02:00,Cancelled,,Cash,787.67,No,,DP310,,Other,No,3.3,0
ORD01546,CUST6481,"Wilson, Thomas and Cruz",Bangalore,Italian,Lead,01-07-2024,18:42:25,Delivered,73,Cash,533.43,Yes,2.6,DP653,2.4,,No,3.2,67.43
ORD01547,CUST6428,"Carson, Hale and Shaw",Bangalore,Chinese,Ball,09-03-2025,06:19:26,Cancelled,,Wallet,530.14,Yes,,DP453,,,No,3.7,0
ORD01548,CUST8498,"Mooney, Flores and Evans",Bangalore,Chinese,Trouble,08-11-2024,14:35:23,Delivered,49,UPI,905.19,Yes,1.3,DP233,1.2,,Yes,4.7,94.92
ORD01549,CUST9289,"Johns, Little and Cook",Pune,Continental,Us,08-04-2025,04:35:12,Delivered,20,Cash,833.61,No,4.3,DP680,,,No,3.4,92.69
ORD01550,CUST8867,Aguilar Ltd,Kolkata,Mexican,Such,29-01-2025,07:20:14,Delivered,80,Card,162.01,No,1,DP230,,,Yes,4.6,46.41
ORD01551,CUST2262,Martin LLC,Delhi,Continental,Although,04-11-2024,18:56:25,Delivered,90,Cash,348.88,No,2.3,DP329,,,No,3.6,35.53
ORD01552,CUST7841,"Alexander, Vazquez and Watts",Mumbai,South Indian,Could,14-12-2024,20:19:46,Cancelled,,UPI,621.58,Yes,,DP849,,Restaurant Unavailable,No,3,0
ORD01553,CUST4129,"Fisher, Hamilton and Davis",Bangalore,South Indian,Attention,23-01-2025,15:37:01,Delivered,73,UPI,258.53,No,,DP949,1.1,,No,4.1,95.1
ORD01554,CUST2697,Green PLC,Hyderabad,Mexican,Operation,13-01-2025,06:42:41,Delivered,78,UPI,796.35,Yes,,DP591,,,Yes,4.9,13.89
ORD01555,CUST7025,Johnson Ltd,Delhi,North Indian,Who,30-07-2024,15:43:13,Delivered,37,UPI,701.79,No,,DP910,,,No,4.1,33.79
ORD01556,CUST8077,"Lewis, Villanueva and Conley",Chennai,South Indian,Garden,11-10-2024,14:28:20,Delivered,63,Wallet,165.05,No,,DP821,,,Yes,4.5,38.55
ORD01557,CUST3598,"Acevedo, Cline and King",Delhi,Continental,President,18-12-2024,23:35:53,Delivered,71,Wallet,892.82,No,,DP105,3.5,,No,3.3,84.02
ORD01558,CUST2491,Neal Group,Chennai,Continental,Voice,29-10-2024,16:15:48,Delivered,24,Cash,957.89,No,,DP126,3.5,,Yes,3.5,34.32
ORD01559,CUST5654,"Owen, Adams and Villa",Delhi,Italian,Pay,01-05-2024,14:24:45,Cancelled,,UPI,957.32,Yes,,DP521,,,Yes,4.1,0
ORD01560,CUST1595,"Russell, Alvarez and Williams",Delhi,South Indian,Play,08-07-2024,21:50:01,Delivered,25,UPI,560.88,Yes,1.6,DP607,3.3,,Yes,3.7,48.73
ORD01561,CUST7057,Andrews and Sons,Mumbai,Chinese,Tonight,25-05-2024,10:57:45,Cancelled,,Card,334.29,No,,DP576,,,No,4.8,0
ORD01562,CUST8121,"Hill, Watson and Zhang",Hyderabad,Mexican,Culture,30-11-2024,07:16:21,Cancelled,,Wallet,388.03,No,,DP132,,Customer Cancelled,Yes,3.8,0
ORD01563,CUST5787,"Kirk, Sloan and Bowers",Pune,Biryani,Risk,21-08-2024,12:29:35,Delivered,84,Card,871.19,Yes,,DP701,3.9,,Yes,4.1,71.51
ORD01564,CUST7487,Moody PLC,Hyderabad,North Indian,Song,15-02-2025,11:19:58,Incomplete,,Wallet,274.93,Yes,,DP568,,Restaurant Unavailable,Yes,3.9,0
ORD01565,CUST3544,"Gray, Espinoza and Strong",Bangalore,South Indian,Edge,26-07-2024,09:36:45,Delivered,54,Card,394.72,Yes,,DP222,2.6,,Yes,4.3,48.02
ORD01566,CUST2199,"Lane, Villanueva and Hall",Hyderabad,North Indian,Expect,01-06-2024,23:25:41,Delivered,42,Wallet,226.55,Yes,3.9,DP479,,,Yes,5,33.24
ORD01567,CUST6371,Hogan-Johnson,Mumbai,Chinese,Hard,05-05-2024,12:55:41,Delivered,32,Wallet,175.01,Yes,,DP626,3.3,,No,4.9,24.32
ORD01568,CUST1707,"Collins, Lopez and Hunter",Kolkata,Chinese,Respond,28-05-2024,10:05:58,Delivered,34,Cash,218.62,Yes,2.5,DP124,2,,Yes,3.9,68.76
ORD01569,CUST9111,Roberts Group,Bangalore,North Indian,Miss,21-11-2024,05:28:12,Delivered,42,UPI,176.36,Yes,2.1,DP321,,,No,3.4,31.74
ORD01570,CUST6963,Thompson Inc,Mumbai,Biryani,Community,18-03-2025,03:39:06,Delivered,41,Cash,399.87,Yes,,DP712,,,No,4.4,39.16
ORD01571,CUST6374,Lewis-Miller,Kolkata,Italian,Sign,13-04-2025,23:31:32,Delivered,68,Card,603.78,Yes,,DP998,4.5,,Yes,3.2,83.35
ORD01572,CUST1268,"Gibbs, Greene and Vega",Bangalore,South Indian,Per,27-05-2024,07:45:56,Delivered,86,Wallet,249.27,Yes,4.2,DP678,,,No,3.8,26.44
ORD01573,CUST5950,Ford Ltd,Pune,Biryani,Across,14-09-2024,02:16:30,Delivered,39,UPI,609.88,No,3.9,DP865,1.7,,No,4.8,70.01
ORD01574,CUST4781,Green-Todd,Delhi,Italian,Green,04-03-2025,04:49:05,Cancelled,,Card,445.64,No,,DP607,,,No,3.1,0
ORD01575,CUST1917,Jones and Sons,Hyderabad,Italian,Street,21-02-2025,10:03:58,Delivered,61,UPI,316.53,Yes,1.5,DP447,,,Yes,3.3,46.74
ORD01576,CUST1765,Mosley-Gonzalez,Delhi,Biryani,Simply,15-08-2024,17:56:37,Delivered,68,Cash,570.64,Yes,1.5,DP583,4.7,,Yes,4.3,63.18
ORD01577,CUST5907,Lopez Ltd,Mumbai,Biryani,Hear,18-12-2024,00:20:27,Delivered,20,Wallet,613.61,No,,DP411,4.9,,Yes,4.4,10.47
ORD01578,CUST2974,"Green, Marshall and Murphy",Bangalore,Chinese,Society,22-06-2024,03:04:26,Cancelled,,UPI,333.23,No,,DP782,,,No,4.7,0
ORD01579,CUST1531,"Perry, Gonzales and Lucero",Chennai,South Indian,Data,22-08-2024,00:40:19,Delivered,88,UPI,402.97,No,4.2,DP766,2.4,,Yes,4.1,12.67
ORD01580,CUST3879,Cruz-Walters,Bangalore,Thai,Opportunity,09-07-2024,06:05:23,Delivered,32,Card,940.84,Yes,,DP279,4.6,,Yes,4.7,20.68
ORD01581,CUST9526,"Arnold, Peterson and Davis",Pune,Thai,Then,05-03-2025,17:50:15,Delivered,46,Wallet,537.2,Yes,,DP645,2.2,,Yes,4,16.81
ORD01582,CUST5465,Rhodes Group,Kolkata,Chinese,Structure,02-10-2024,17:53:37,Delivered,22,Card,791.53,Yes,4.7,DP946,3.5,,Yes,3.6,40.54
ORD01583,CUST7003,"Jones, Miller and Kelley",Pune,Continental,Possible,24-09-2024,23:02:20,Delivered,44,Cash,236.12,No,,DP587,3.9,,Yes,4.8,13.14
ORD01584,CUST4401,Fletcher-Collins,Hyderabad,Italian,From,13-05-2024,13:44:17,Delivered,55,UPI,630.97,No,2.3,DP822,,,Yes,3.9,76.71
ORD01585,CUST4577,"Harrison, Walker and Green",Bangalore,Chinese,Set,13-07-2024,02:35:20,Delivered,27,Card,148.9,No,1.9,DP896,,,Yes,5,88.58
ORD01586,CUST4061,Turner Group,Hyderabad,Mexican,Less,29-01-2025,02:59:59,Delivered,75,Cash,331.5,No,4.6,DP254,1.8,,Yes,3.9,96.91
ORD01587,CUST1885,Singleton PLC,Pune,Biryani,Media,12-06-2024,09:10:30,Delivered,21,Wallet,458.73,No,,DP127,2.2,,Yes,4.7,75.28
